session,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
all,0.472057,47,1.438674,47,0.004288,47,1.091613,47,0.711509,47,0.160279,47,0.011893,47,0.540474,47,59.234043,47
