run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source
run_20260427_124552,BTC/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=20,both,all,REJECT,23,0.260870,0.446317,-0.003758,-0.003758,-0.097491,-4.004860,-1.728755,0.023023,6.608696,-0.084099,-0.084099,-0.067920,-0.017358,0.348004,,,binance_rest
run_20260427_124552,BTC/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=20,both,all,REJECT,23,0.304348,0.455266,-0.003914,-0.003914,-0.100807,-4.062641,-1.756941,0.023023,7.391304,-0.087465,-0.087465,-0.079767,-0.008365,0.302794,,,binance_rest
run_20260427_124552,BTC/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=30,both,all,REJECT,25,0.320000,0.473439,-0.003237,-0.003237,-0.092210,-3.763797,-1.605541,0.025025,6.520000,-0.079045,-0.079045,-0.074082,-0.005361,0.305041,,,binance_rest
run_20260427_124552,BTC/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=30,both,all,REJECT,25,0.320000,0.452045,-0.003528,-0.003528,-0.098824,-4.049659,-1.741338,0.025025,7.040000,-0.085754,-0.085754,-0.080827,-0.005361,0.303230,,,binance_rest
run_20260427_124552,BTC/USDT,crypto,H1,volatility,atr_compression,confirm_ema=True|period=14|squeeze_pct=20,both,all,NEEDS_MORE_DATA,11,,,,,,,,,,,,,,,,only 11 trades < min 20,binance_rest
run_20260427_124552,BTC/USDT,crypto,H1,volatility,atr_compression,confirm_ema=False|period=14|squeeze_pct=20,both,all,NEEDS_MORE_DATA,13,,,,,,,,,,,,,,,,only 13 trades < min 20,binance_rest
run_20260427_124552,BTC/USDT,crypto,H1,volatility,atr_compression,confirm_ema=True|period=14|squeeze_pct=30,both,all,NEEDS_MORE_DATA,12,,,,,,,,,,,,,,,,only 12 trades < min 20,binance_rest
run_20260427_124552,BTC/USDT,crypto,H1,volatility,atr_compression,confirm_ema=False|period=14|squeeze_pct=30,both,all,NEEDS_MORE_DATA,12,,,,,,,,,,,,,,1.000000,,only 12 trades < min 20,binance_rest
run_20260427_124552,GBP/USD,forex,H1,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=20,both,all,REJECT,25,0.200000,0.246875,-0.001481,-0.001481,-0.036635,-6.158021,-2.880883,0.025025,9.320000,-0.036454,-0.036454,-0.020306,-0.016483,0.526853,,,mt5
run_20260427_124552,GBP/USD,forex,H1,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=20,both,all,REJECT,25,0.200000,0.244573,-0.001500,-0.001500,-0.037081,-6.211580,-2.914190,0.025025,9.560000,-0.036901,-0.036901,-0.020760,-0.016483,0.521528,,,mt5
