run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source,rank_score
run_20260427_124552,GBP/USD,forex,H1,volatility,atr_compression,confirm_ema=False|period=14|squeeze_pct=30,both,all,WEAK_CANDIDATE,21,0.190476,1.223308,0.000335,0.000335,-0.008988,0.802246,0.327026,0.021021,20.714286,0.006818,0.006818,-0.002333,-0.007853,0.660382,,,mt5,0.338777
run_20260427_124552,ETH/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=20,both,all,WEAK_CANDIDATE,20,0.500000,1.610654,0.003170,0.003170,-0.026172,2.006169,0.829393,0.020020,8.300000,0.062294,0.062294,0.054332,0.007552,0.395033,,,binance_rest,0.232793
run_20260427_124552,ETH/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=30,both,all,WEAK_CANDIDATE,20,0.600000,2.420575,0.004473,0.004473,-0.041402,3.118364,1.321113,0.020020,8.150000,0.090908,0.090908,0.099035,-0.007395,0.353333,,,binance_rest,0.230361
run_20260427_124552,ETH/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=20,both,all,WEAK_CANDIDATE,21,0.523810,1.747268,0.003444,0.003444,-0.047097,2.316207,0.961927,0.021021,6.904762,0.071898,0.071898,0.096923,-0.022814,0.359333,,,binance_rest,0.220475
run_20260427_124552,ETH/USDT,crypto,H1,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=30,both,all,WEAK_CANDIDATE,20,0.600000,1.797821,0.003382,0.003382,-0.041402,2.280842,0.947633,0.020020,8.900000,0.067188,0.067188,0.075139,-0.007395,0.353333,,,binance_rest,0.215776
