direction,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
both,0.735864,8,1.801812,8,0.008974,8,1.308921,8,1.107662,8,0.311253,8,0.142982,8,0.707567,8,32.750000,8
