session,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
all,0.313698,27,1.826798,27,0.010755,27,1.036406,27,0.825857,27,0.282549,27,-0.052757,27,0.470717,27,35.555556,27
