symbol,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
XAG/USD,0.315972,18,1.824399,18,0.013985,18,1.099710,18,0.873455,18,0.360403,18,-0.074101,18,0.467879,18,36.777778,18
XAU/USD,0.309148,9,1.831596,9,0.004295,9,0.909798,9,0.730662,9,0.126842,9,-0.010068,9,0.476393,9,33.111111,9
