run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source
run_20260429_075335_9160,XAG/USD,commodity,H4,engine_b_proxy,structure_filters,fvg_detection=False|strong_close_pct=0.7,both,all,REJECT,289,0.287197,0.764319,-0.002758,-0.002758,-0.630534,-1.758871,-1.434015,0.289289,3.346021,-0.611955,-0.611955,-0.362776,-0.345068,0.685356,,,mt5
run_20260429_075335_9160,XAG/USD,commodity,H4,engine_b_proxy,structure_filters,fvg_detection=False|strong_close_pct=0.8,both,all,REJECT,195,0.302564,0.821673,-0.002351,-0.002351,-0.549756,-1.037032,-0.844607,0.195195,4.728205,-0.450281,-0.450281,-0.016845,-0.443382,0.400000,,,mt5
