asset_class,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
commodity,0.506757,2,1.828545,2,0.012588,2,1.565155,2,1.304488,2,0.453479,2,0.170302,2,0.651608,2,33.500000,2
