strategy_name,total_configs,strong,weak,reject,avg_net_return,avg_win_rate,avg_robustness,avg_sqn,avg_oos_return,total_trades,pass_rate,verdict
structure_filters,4,0,2,2,-0.038820,0.400819,0.597143,0.082588,-0.111961,551,0.500000,HURTS
