timeframe,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
H4,0.714286,1,3.440034,1,0.006001,1,3.490766,1,3.142328,1,0.281599,1,0.083468,1,0.786592,1,42.000000,1
