run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source,rank_score
run_20260427_130232_1dad,NAS100,index,H4,mean_reversion,bollinger_touch,num_std=2.0|period=20,both,all,WEAK_CANDIDATE,42,0.714286,3.440034,0.006001,0.006001,-0.042374,3.490766,3.142328,0.042042,11.880952,0.281599,0.281599,0.186047,0.083468,0.786592,,,mt5,0.540622
