run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source,rank_score
run_20260429_074153_8eed,XRP/USDT,crypto,M15,mean_reversion,bollinger_touch,num_std=2.5|period=20,both,all,WEAK_CANDIDATE,26,0.730769,1.982165,0.001486,0.001486,-0.018857,3.327890,1.343342,0.026026,12.923077,0.038927,0.038927,0.049588,-0.010157,0.556000,,,binance_rest,0.316545
