run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source
run_20260427_163244,XAU/USD,commodity,H4,volatility,atr_compression,confirm_ema=False|period=14|squeeze_pct=20,both,all,NEEDS_MORE_DATA,10,,,,,,,,,,,,,,1.000000,,only 10 trades < min 20,mt5
run_20260427_163244,XAU/USD,commodity,H4,volatility,atr_compression,confirm_ema=True|period=14|squeeze_pct=30,both,all,NEEDS_MORE_DATA,9,,,,,,,,,,,,,,1.000000,,only 9 trades < min 20,mt5
run_20260427_163244,XAU/USD,commodity,H4,volatility,atr_compression,confirm_ema=False|period=14|squeeze_pct=30,both,all,NEEDS_MORE_DATA,11,,,,,,,,,,,,,,1.000000,,only 11 trades < min 20,mt5
run_20260427_163244,US500,index,H4,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=20,both,all,NEEDS_MORE_DATA,16,,,,,,,,,,,,,,1.000000,,only 16 trades < min 20,mt5
run_20260427_163244,US500,index,H4,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=20,both,all,NEEDS_MORE_DATA,16,,,,,,,,,,,,,,1.000000,,only 16 trades < min 20,mt5
run_20260427_163244,US500,index,H4,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=30,both,all,WEAK_CANDIDATE,21,0.523810,1.363926,0.001214,0.001214,-0.055789,0.692015,0.566983,0.021021,7.142857,0.024768,0.024768,-0.017408,0.042924,0.366000,,,mt5
run_20260427_163244,US500,index,H4,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=30,both,all,WEAK_CANDIDATE,21,0.523810,1.393873,0.001313,0.001313,-0.055789,0.747827,0.613483,0.021021,7.476190,0.026916,0.026916,-0.015348,0.042924,0.366000,,,mt5
run_20260427_163244,US500,index,H4,volatility,atr_compression,confirm_ema=True|period=14|squeeze_pct=20,both,all,NEEDS_MORE_DATA,13,,,,,,,,,,,,,,1.000000,,only 13 trades < min 20,mt5
run_20260427_163244,US500,index,H4,volatility,atr_compression,confirm_ema=False|period=14|squeeze_pct=20,both,all,NEEDS_MORE_DATA,16,,,,,,,,,,,,,,1.000000,,only 16 trades < min 20,mt5
run_20260427_163244,US500,index,H4,volatility,atr_compression,confirm_ema=True|period=14|squeeze_pct=30,both,all,NEEDS_MORE_DATA,18,,,,,,,,,,,,,,1.000000,,only 18 trades < min 20,mt5
run_20260427_163244,US500,index,H4,volatility,atr_compression,confirm_ema=False|period=14|squeeze_pct=30,both,all,REJECT,23,0.130435,0.701617,-0.001578,-0.001578,-0.108796,-0.549318,-0.448638,0.023023,13.826087,-0.038692,-0.038692,-0.075979,0.046121,0.238000,,,mt5
