symbol,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
BNB/USDT,0.699405,2,1.399849,2,0.004003,2,0.875758,2,0.718780,2,0.133601,2,0.093141,2,0.743717,2,33.000000,2
BTC/USDT,0.644144,2,1.330602,2,0.003411,2,0.627224,2,0.512122,2,0.088022,2,0.048579,2,0.624492,2,32.000000,2
ETH/USDT,0.770244,2,2.173765,2,0.010760,2,1.741193,2,1.510210,2,0.329199,2,0.224552,2,0.738077,2,33.000000,2
SOL/USDT,0.832407,2,2.322606,2,0.017892,2,2.028119,2,1.719901,2,0.706286,2,0.243108,2,0.800020,2,33.500000,2
