symbol,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
BTC/USDT,0.644144,2,1.330602,2,0.003411,2,0.627224,2,0.512122,2,0.088022,2,0.030593,2,0.492000,2,32.000000,2
ETH/USDT,0.767500,2,2.154188,2,0.010591,2,1.704582,2,1.479846,2,0.317101,2,0.214488,2,0.635077,2,32.500000,2
US500,0.636364,1,2.521371,1,0.003283,1,2.248507,1,1.925353,1,0.112464,1,0.029063,1,0.603714,1,33.000000,1
