timeframe,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
M15,0.260870,2,1.529574,2,0.000737,2,1.758734,2,0.694084,2,0.016786,2,0.008278,2,0.833185,2,23.000000,2
