strategy_name,total_configs,strong,weak,reject,avg_net_return,avg_win_rate,avg_robustness,avg_sqn,avg_oos_return,total_trades,pass_rate,verdict
london_breakout,8,0,0,2,-0.018483,0.307692,0.840777,-0.566402,-0.012769,149,0.000000,HURTS
session_opening_range,16,0,6,10,-0.005962,0.390098,0.497659,-0.292040,-0.027882,684,0.375000,HURTS
prev_day_hl,12,0,6,6,0.000096,0.400927,0.458500,-0.025871,-0.028158,417,0.500000,HURTS
ny_breakout,8,0,0,0,,,,,,0,0.000000,NEUTRAL
