timeframe,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
H4,0.688824,2,2.107621,2,0.013312,2,1.768902,2,1.515610,2,0.404689,2,0.195678,2,0.772139,2,29.500000,2
