run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason
run_20260426_095404,GBP/USD,forex,H1,breakout,london_breakout,atr_expand_min=0.5|utc_end=11|utc_start=7,both,all,NEEDS_MORE_DATA,17,,,,,,,,,,,,,,,,only 17 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,breakout,ny_breakout,atr_expand_min=0.0|utc_end=16|utc_start=13,both,all,NEEDS_MORE_DATA,18,,,,,,,,,,,,,,,,only 18 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,breakout,ny_breakout,atr_expand_min=0.5|utc_end=16|utc_start=13,both,all,NEEDS_MORE_DATA,18,,,,,,,,,,,,,,,,only 18 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,rsi_extreme,overbought=70|oversold=30|period=14,both,all,NEEDS_MORE_DATA,13,,,,,,,,,,,,,,,,only 13 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,rsi_extreme,overbought=75|oversold=30|period=14,both,all,NEEDS_MORE_DATA,10,,,,,,,,,,,,,,,,only 10 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,rsi_extreme,overbought=70|oversold=25|period=14,both,all,NEEDS_MORE_DATA,9,,,,,,,,,,,,,,,,only 9 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,rsi_extreme,overbought=75|oversold=25|period=14,both,all,NEEDS_MORE_DATA,6,,,,,,,,,,,,,,,,only 6 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,bollinger_touch,num_std=2.0|period=20,both,all,REJECT,39,0.564103,0.716283,-0.000352,-0.000352,-0.024116,-0.369872,-0.741781,0.039039,13.743590,-0.013805,-0.013805,-0.004754,0.001685,0.440834,,
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,vwap_deviation,std_threshold=1.5,both,all,NEEDS_MORE_DATA,9,,,,,,,,,,,,,,,,only 9 trades < min 20
run_20260426_095404,GBP/USD,forex,H1,mean_reversion,vwap_deviation,std_threshold=2.0,both,all,NEEDS_MORE_DATA,9,,,,,,,,,,,,,,,,only 9 trades < min 20
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_cross,adx_min=0|fast_period=10|rsi_confirm=False|slow_period=50,both,all,REJECT,23,0.304348,0.758021,-0.000568,-0.000568,-0.028993,-0.267937,-0.537002,0.023023,43.217391,-0.013282,-0.013282,-0.018432,-0.005379,0.325541,,
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_cross,adx_min=0|fast_period=10|rsi_confirm=True|slow_period=50,both,all,REJECT,23,0.304348,0.758021,-0.000568,-0.000568,-0.028993,-0.267937,-0.537002,0.023023,43.217391,-0.013282,-0.013282,-0.018432,-0.005379,0.325541,,
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_cross,adx_min=20|fast_period=10|rsi_confirm=False|slow_period=50,both,all,REJECT,23,0.304348,0.758021,-0.000568,-0.000568,-0.028993,-0.267937,-0.537002,0.023023,43.217391,-0.013282,-0.013282,-0.018432,-0.005379,0.325541,,
run_20260426_095404,EUR/USD,forex,H1,trend_momentum,ema_cross,adx_min=20|fast_period=10|rsi_confirm=True|slow_period=50,both,all,REJECT,23,0.304348,0.758021,-0.000568,-0.000568,-0.028993,-0.267937,-0.537002,0.023023,43.217391,-0.013282,-0.013282,-0.018432,-0.005379,0.325541,,
