timeframe,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
D1,0.309310,23,1.732517,23,0.010762,23,0.372814,23,0.751603,23,0.375641,23,0.481923,23,0.612912,23,82.304348,23
H4,0.323063,23,1.941735,23,0.012516,23,1.114626,23,0.928856,23,0.329627,23,-0.059104,23,0.549769,23,36.608696,23
