timeframe,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
H1,0.451465,12,1.678926,12,0.002503,12,0.373949,12,0.803891,12,0.092123,12,-0.006009,12,0.479641,12,47.583333,12
H4,0.509534,24,1.594147,24,0.006278,24,0.422387,24,0.864525,24,0.228040,24,0.016736,24,0.498133,24,44.208333,24
M15,0.669444,3,1.423275,3,0.000738,3,0.295998,3,0.598807,3,0.021614,3,0.006253,3,0.461305,3,29.666667,3
