asset_class,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
forex,0.434189,21,1.357082,21,0.000826,21,0.782574,21,0.594168,21,0.029347,21,-0.020299,21,0.490138,21,39.809524,21
