symbol,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
BTC/USDT,0.454884,8,1.468184,8,0.004359,8,0.416714,8,0.839906,8,0.213871,8,-0.064672,8,0.447500,8,46.125000,8
ETH/USDT,0.476010,9,1.465822,9,0.004116,9,0.371185,9,0.763302,9,0.138383,9,0.004040,9,0.517769,9,44.444444,9
EUR/USD,0.428599,6,1.032018,6,0.000063,6,0.049440,6,0.098514,6,0.003286,6,-0.016178,6,0.460000,6,49.666667,6
GBP/USD,0.615385,1,1.513223,1,0.000355,1,0.446464,1,0.902855,1,0.009226,1,0.007962,1,0.584262,1,26.000000,1
US500,0.412142,4,1.506769,4,0.001154,4,0.334307,4,0.690445,4,0.037547,4,0.013597,4,0.501991,4,29.750000,4
XAU/USD,0.352555,8,1.389616,8,0.002635,8,0.289966,8,0.583187,8,0.097903,8,-0.028066,8,0.481254,8,50.250000,8
