symbol,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
AUD/USD,0.407545,7,1.532415,7,0.001565,7,1.008285,7,0.834203,7,0.054331,7,-0.010327,7,0.495954,7,33.857143,7
EUR/USD,0.480000,2,1.016636,2,0.000036,2,0.057827,2,0.047029,2,0.001065,2,-0.010458,2,0.600000,2,50.000000,2
