asset_class,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
commodity,0.515625,2,3.835808,2,0.012404,2,2.393404,2,2.089493,2,0.395233,2,0.038652,2,0.439241,2,28.000000,2
crypto,0.375758,1,1.077527,1,0.000783,1,0.406274,1,0.330494,1,0.055400,1,-0.104684,1,0.533333,1,165.000000,1
