strategy_name,total_configs,strong,weak,reject,avg_net_return,avg_win_rate,avg_robustness,avg_sqn,avg_oos_return,total_trades,pass_rate,verdict
bollinger_touch,2,0,2,0,0.422580,0.698901,0.767477,1.566468,0.173034,61,1.000000,HELPS
