strategy_name,total_configs,strong,weak,reject,avg_net_return,avg_win_rate,avg_robustness,avg_sqn,avg_oos_return,total_trades,pass_rate,verdict
structure_filters,4,1,1,0,0.217346,0.416769,0.754193,1.064510,0.068884,117,0.500000,HELPS
