direction,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
both,0.396368,2,1.073148,2,0.000329,2,0.496639,2,0.202047,2,0.013778,2,0.012498,2,0.778704,2,53.000000,2
