symbol,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
BTC/USDT,0.714286,1,1.550420,1,0.000714,1,2.292363,1,0.908297,1,0.019938,1,0.000260,1,0.471246,1,28.000000,1
SOL/USDT,0.727273,1,1.899546,1,0.001275,1,3.015061,1,1.215999,1,0.028149,1,-0.009135,1,0.432000,1,22.000000,1
XRP/USDT,0.730769,1,1.982165,1,0.001486,1,3.327890,1,1.343342,1,0.038927,1,-0.010157,1,0.456000,1,26.000000,1
