direction,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
both,0.558482,41,2.039570,41,0.004771,41,1.482213,41,0.953367,41,0.180282,41,0.029281,41,0.569417,41,57.439024,41
