asset_class,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
forex,0.715747,4,21.261575,4,0.006218,4,1.043788,4,3.436750,4,0.204393,4,0.087488,4,0.657817,4,32.000000,4
