strategy_name,total_configs,strong,weak,reject,avg_net_return,avg_win_rate,avg_robustness,avg_sqn,avg_oos_return,total_trades,pass_rate,verdict
london_breakout,24,0,0,2,-0.014414,0.307692,0.938000,-0.420919,-0.012769,413,0.000000,HURTS
prev_day_hl,36,0,7,5,0.005456,0.407929,0.828333,0.080969,-0.028158,609,0.194444,HURTS
ema_cross,432,0,0,128,-0.050667,0.177337,0.716148,-2.833034,-0.021218,6918,0.000000,HURTS
ob_bos,96,0,0,17,-0.051568,0.222596,0.700187,-2.761193,-0.020400,1357,0.000000,HURTS
macd_direction,24,0,4,20,-0.049563,0.282744,0.592049,-2.920476,-0.029981,1737,0.166667,HURTS
pullback_ema,48,0,0,47,-0.056010,0.136230,0.517368,-4.394640,-0.024533,2488,0.000000,HURTS
session_opening_range,48,0,6,42,-0.036081,0.291964,0.500212,-2.388610,-0.023339,2234,0.125000,HURTS
structure_filters,48,0,2,46,-0.145735,0.186413,0.471278,-8.098631,-0.043106,7271,0.041667,HURTS
bollinger_touch,24,0,2,20,-0.020156,0.494988,0.408075,-1.238495,0.004143,722,0.083333,HELPS
ema_alignment,36,0,0,34,-0.042581,0.154329,0.397829,-2.560470,-0.014546,940,0.000000,HURTS
ny_breakout,24,0,0,0,,,,,,218,0.000000,NEUTRAL
rsi_extreme,48,0,0,0,,,,,,548,0.000000,NEUTRAL
vwap_deviation,24,0,0,0,,,,,,235,0.000000,NEUTRAL
