session,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
all,0.419155,10,1.225729,10,0.000563,10,0.505804,10,0.414025,10,0.016061,10,-0.019599,10,0.470200,10,31.700000,10
