asset_class,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
forex,0.958333,1,79.577477,1,0.014386,1,2.214463,1,9.657219,1,0.408012,1,0.131110,1,0.681587,1,24.000000,1
