direction,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
both,0.427254,175,1.503669,175,0.003175,175,0.341229,175,0.663444,175,0.110497,175,-0.018572,175,0.456587,175,46.262857,175
