run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source,rank_score
run_20260427_130321,EUR/USD,forex,H4,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=20,both,all,WEAK_CANDIDATE,21,0.476190,1.228242,0.000237,0.000237,-0.011232,0.460584,0.375801,0.021021,11.761905,0.004910,0.004910,0.005463,-0.000550,0.495626,,,mt5,0.256802
run_20260427_130321,US500,index,H4,volatility,bb_squeeze_breakout,confirm_ema=False|period=20|squeeze_pct=30,both,all,WEAK_CANDIDATE,21,0.523810,1.393873,0.001313,0.001313,-0.055789,0.747827,0.613483,0.021021,7.476190,0.026916,0.026916,-0.015348,0.042924,0.366000,,,mt5,0.203345
run_20260427_130321,US500,index,H4,volatility,bb_squeeze_breakout,confirm_ema=True|period=20|squeeze_pct=30,both,all,WEAK_CANDIDATE,21,0.523810,1.363926,0.001214,0.001214,-0.055789,0.692015,0.566983,0.021021,7.142857,0.024768,0.024768,-0.017408,0.042924,0.366000,,,mt5,0.201770
