run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=0|fast_period=10|rsi_confirm=False|slow_period=50,both,all,REJECT,26,0.192308,0.408682,-0.000864,-0.000864,-0.030626,-3.928228,-1.607186,0.026026,36.153846,-0.022317,-0.022317,0.000880,-0.021442,0.256000,,,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=0|fast_period=10|rsi_confirm=True|slow_period=50,both,all,REJECT,25,0.200000,0.424298,-0.000843,-0.000843,-0.030626,-3.705399,-1.510642,0.025025,36.240000,-0.020948,-0.020948,0.002282,-0.021442,0.268182,,,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=20|fast_period=10|rsi_confirm=False|slow_period=50,both,all,REJECT,22,0.227273,0.463308,-0.000828,-0.000828,-0.026796,-3.220422,-1.304878,0.022022,39.000000,-0.018153,-0.018153,0.001187,-0.017576,0.232000,,,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=20|fast_period=10|rsi_confirm=True|slow_period=50,both,all,REJECT,21,0.238095,0.483213,-0.000801,-0.000801,-0.026796,-2.991203,-1.207654,0.021021,39.238095,-0.016778,-0.016778,0.002589,-0.017576,0.244182,,,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=25|fast_period=10|rsi_confirm=False|slow_period=50,both,all,NEEDS_MORE_DATA,17,,,,,,,,,,,,,,1.000000,,only 17 trades < min 20,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=25|fast_period=10|rsi_confirm=True|slow_period=50,both,all,NEEDS_MORE_DATA,16,,,,,,,,,,,,,,1.000000,,only 16 trades < min 20,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=0|fast_period=10|rsi_confirm=False|slow_period=100,both,all,REJECT,22,0.045455,0.379953,-0.001232,-0.001232,-0.042834,-3.528999,-1.440903,0.022022,40.636364,-0.026933,-0.026933,-0.004908,-0.018850,0.232000,,,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=0|fast_period=10|rsi_confirm=True|slow_period=100,both,all,REJECT,21,0.000000,0.000000,-0.002072,-0.002072,-0.042641,-10.685719,-9.639177,0.021021,26.428571,-0.042641,-0.042641,-0.020972,-0.018850,0.495640,,,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=20|fast_period=10|rsi_confirm=False|slow_period=100,both,all,REJECT,20,0.050000,0.402425,-0.001233,-0.001233,-0.040492,-3.228301,-1.313432,0.020020,37.650000,-0.024552,-0.024552,-0.003894,-0.017451,0.220000,,,mt5
run_20260427_171103,AUD/USD,forex,M15,trend_momentum,ema_cross,adx_min=20|fast_period=10|rsi_confirm=True|slow_period=100,both,all,NEEDS_MORE_DATA,19,,,,,,,,,,,,,,1.000000,,only 19 trades < min 20,mt5
