pair,direction,date,resultR,engine_b_score,engine_b_max,engine_b_score_ratio,engine_b_min_score_used,engine_b_candidate_passed,engine_b_manual_quality_passed_score_6_5,engine_b_manual_quality_passed_ratio_0_75,engine_b_autotrade_quality_passed_ratio_0_80,signalTier,autotradeIngressEligible,b_only_watchlist_reason,executionConvictionBase,executionConvictionEffective,autoMinConviction,alignedDiscountApplied,metaThresholdDelta,failedStage,blockReason
ETH/USDT,SHORT,2025-07-09,-1.06,6.75,9.0,0.75,3.6,True,True,True,False,,False,,0.75,0.75,0.5,False,0.0,,
ETH/USDT,SHORT,2025-07-26,-1.03,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2025-07-31,1.75,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
ETH/USDT,SHORT,2025-08-01,1.97,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-08-03,-1.03,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2025-08-05,-1.04,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2025-08-18,-1.03,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2025-08-30,0.33,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-09-20,1.68,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-09-22,1.74,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
ETH/USDT,SHORT,2025-09-25,-1.04,7.75,9.0,0.861111,3.6,True,True,True,True,,False,,0.861111,0.861111,0.5,False,0.0,,
ETH/USDT,SHORT,2025-09-27,-1.04,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
ETH/USDT,SHORT,2025-10-01,-1.06,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2025-10-10,1.52,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2025-10-17,-1.02,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-10-20,-1.03,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-10-24,-1.05,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-10-30,-1.03,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2025-11-01,1.75,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-11-03,1.3,6.8,9.0,0.755556,3.6,True,True,True,False,,False,,0.755556,0.755556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-11-05,-1.02,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-11-13,-1.03,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-11-14,1.98,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2025-11-21,-1.02,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
ETH/USDT,SHORT,2025-11-25,-1.03,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2025-12-01,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2025-12-04,1.62,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2025-12-16,-1.03,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-06,-1.05,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-19,1.67,5.8,9.0,0.644444,3.6,True,False,False,False,,False,,0.644444,0.644444,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-21,-1.04,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-22,1.29,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-26,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-26,-1.04,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-28,1.68,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2026-01-31,1.81,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
ETH/USDT,SHORT,2026-02-01,1.87,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-02-06,0.48,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-02-19,1.79,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-02-23,-0.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-03-02,-1.02,5.8,9.0,0.644444,3.6,True,False,False,False,,False,,0.644444,0.644444,0.5,False,0.0,,
ETH/USDT,SHORT,2026-03-03,-1.02,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-03-22,-1.03,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
ETH/USDT,SHORT,2026-03-24,1.8,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
ETH/USDT,SHORT,2026-03-27,-1.03,6.2,9.0,0.688889,3.6,True,False,False,False,,False,,0.688889,0.688889,0.5,False,0.0,,
ETH/USDT,SHORT,2026-03-29,-1.04,6.8,9.0,0.755556,3.6,True,True,True,False,,False,,0.755556,0.755556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-03-30,-1.06,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-04-18,1.74,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2026-04-23,-1.04,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-04-27,1.33,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-05-03,-1.06,5.55,9.0,0.616667,3.6,True,False,False,False,,False,,0.616667,0.616667,0.5,False,0.0,,
ETH/USDT,SHORT,2026-05-04,1.41,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
ETH/USDT,SHORT,2026-05-04,-1.05,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
ETH/USDT,SHORT,2026-05-13,1.63,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-05-16,1.66,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
ETH/USDT,SHORT,2026-05-18,1.68,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2025-05-31,-1.05,5.8,9.0,0.644444,3.6,True,False,False,False,,False,,0.644444,0.644444,0.5,False,0.0,,
BTC/USDT,SHORT,2025-06-02,1.57,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2025-06-07,-1.06,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-06-17,1.26,6.2,9.0,0.688889,3.6,True,False,False,False,,False,,0.688889,0.688889,0.5,False,0.0,,
BTC/USDT,SHORT,2025-06-22,-0.87,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-06-29,-1.07,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,SHORT,2025-07-03,-1.09,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-01,-1.06,6.55,9.0,0.727778,3.6,True,True,False,False,,False,,0.727778,0.727778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-14,1.61,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-18,-1.07,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-19,1.56,6.75,9.0,0.75,3.6,True,True,True,False,,False,,0.75,0.75,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-21,-1.07,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-25,1.29,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-26,-1.05,6.8,9.0,0.755556,3.6,True,True,True,False,,False,,0.755556,0.755556,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-27,-1.05,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2025-08-29,-1.06,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-09-04,-1.08,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-09-18,1.52,3.75,9.0,0.416667,3.6,True,False,False,False,,False,,0.416667,0.416667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-09-26,-1.06,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-09-29,-1.12,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-09-29,-1.08,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-10-17,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-10-20,-1.05,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-10-29,1.6,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2025-10-30,-1.05,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2025-11-05,-1.04,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-11-06,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-11-14,1.79,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-11-21,-1.03,8.0,9.0,0.888889,3.6,True,True,True,True,,False,,0.888889,0.888889,0.5,False,0.0,,
BTC/USDT,SHORT,2025-12-02,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-12-03,-0.9,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-12-15,1.66,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2025-12-16,-1.05,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-12-17,-1.05,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2025-12-18,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2026-01-20,1.55,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-01-21,-1.06,6.8,9.0,0.755556,3.6,True,True,True,False,,False,,0.755556,0.755556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-01-26,-1.06,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-01-27,-1.06,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-01-30,1.71,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,SHORT,2026-02-01,1.97,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-02-05,1.97,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-02-06,-1.02,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-02-07,0.17,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-02-14,-1.04,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-02-23,-1.04,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-02-25,1.76,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-03-24,1.74,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-04-06,-1.1,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,SHORT,2026-04-29,-1.06,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-01,-1.09,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-04,1.88,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-14,-1.06,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-15,1.61,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-16,1.6,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-23,-1.07,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-24,-1.06,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,SHORT,2026-05-28,-0.59,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,LONG,2025-06-06,1.41,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-06-09,-1.07,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,LONG,2025-06-13,1.63,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-06-18,-1.06,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-06-21,-1.06,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-07-03,0.16,5.2,9.0,0.577778,3.6,True,False,False,False,,False,,0.577778,0.577778,0.5,False,0.0,,
BTC/USDT,LONG,2025-07-10,0.57,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,LONG,2025-07-18,-1.05,7.8,9.0,0.866667,3.6,True,True,True,True,,False,,0.866667,0.866667,0.5,False,0.0,,
BTC/USDT,LONG,2025-07-19,-1.05,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-07-25,-0.62,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-08-08,1.53,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-08-11,-1.06,7.8,9.0,0.866667,3.6,True,True,True,True,,False,,0.866667,0.866667,0.5,False,0.0,,
BTC/USDT,LONG,2025-08-12,1.59,7.2,9.0,0.8,3.6,True,True,True,True,,False,,0.8,0.8,0.5,False,0.0,,
BTC/USDT,LONG,2025-08-14,-1.06,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-08-23,-1.06,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-09-06,1.65,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-09-12,1.47,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-09-22,-1.09,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-09-24,-1.07,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-09-25,-1.16,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-09-26,-1.14,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-01,1.54,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-03,1.52,6.8,9.0,0.755556,3.6,True,True,True,False,,False,,0.755556,0.755556,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-04,1.56,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-06,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-08,-1.06,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-10,-1.05,4.0,9.0,0.444444,3.6,True,False,False,False,,False,,0.444444,0.444444,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-11,-1.03,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-22,1.74,5.8,9.0,0.644444,3.6,True,False,False,False,,False,,0.644444,0.644444,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-27,-1.06,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2025-10-30,-1.04,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-11-04,-1.05,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2025-11-04,-1.09,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-11-10,-1.05,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2025-11-11,-1.05,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-11-13,-1.05,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-11-26,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-12-01,-1.04,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2025-12-10,-1.02,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-12-18,1.75,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2025-12-22,-1.05,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2025-12-24,0.52,5.8,9.0,0.644444,3.6,True,False,False,False,,False,,0.644444,0.644444,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-02,1.5,7.0,9.0,0.777778,3.6,True,True,True,False,,False,,0.777778,0.777778,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-04,1.49,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-06,-1.07,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-07,0.14,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-14,-0.06,6.75,9.0,0.75,3.6,True,True,True,False,,False,,0.75,0.75,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-16,-1.06,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-19,-1.1,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-24,-1.05,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2026-01-28,-1.06,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2026-02-17,-1.04,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2026-02-19,-1.05,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-02-28,1.78,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-03,1.78,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-05,-1.03,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-06,-1.03,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-10,1.74,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-16,-1.05,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-18,-1.04,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-20,-1.06,6.75,9.0,0.75,3.6,True,True,True,False,,False,,0.75,0.75,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-22,1.69,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2026-03-27,0.26,4.75,9.0,0.527778,3.6,True,False,False,False,,False,,0.527778,0.527778,0.5,False,0.0,,
BTC/USDT,LONG,2026-04-05,1.56,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
BTC/USDT,LONG,2026-04-07,1.71,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-04-14,1.65,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-04-18,-1.05,6.0,9.0,0.666667,3.6,True,False,False,False,,False,,0.666667,0.666667,0.5,False,0.0,,
BTC/USDT,LONG,2026-04-20,1.37,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-04-22,-0.39,8.0,9.0,0.888889,3.6,True,True,True,True,,False,,0.888889,0.888889,0.5,False,0.0,,
