pair,direction,date,resultR,engine_b_score,engine_b_max,engine_b_score_ratio,engine_b_min_score_used,engine_b_candidate_passed,engine_b_manual_quality_passed_score_6_5,engine_b_manual_quality_passed_ratio_0_75,engine_b_autotrade_quality_passed_ratio_0_80,signalTier,autotradeIngressEligible,b_only_watchlist_reason,executionConvictionBase,executionConvictionEffective,autoMinConviction,alignedDiscountApplied,metaThresholdDelta,failedStage,blockReason
BTC/USDT,LONG,2026-05-04,0.22,8.0,9.0,0.888889,3.6,True,True,True,True,,False,,0.888889,0.888889,0.5,False,0.0,,
BTC/USDT,LONG,2026-05-12,-1.07,5.0,9.0,0.555556,3.6,True,False,False,False,,False,,0.555556,0.555556,0.5,False,0.0,,
BTC/USDT,LONG,2026-05-27,-1.06,5.75,9.0,0.638889,3.6,True,False,False,False,,False,,0.638889,0.638889,0.5,False,0.0,,
GBP/USD,SHORT,2025-01-02,0.18,4.0,8.0,0.5,3.6,True,False,False,False,,False,,0.5,0.5,0.5,False,0.0,,
GBP/USD,SHORT,2025-01-10,1.92,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-01-13,-1.07,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-01-14,-1.07,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-01-21,-1.09,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-02-03,-1.07,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-02-04,-1.06,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-02-05,1.8,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
GBP/USD,SHORT,2025-02-12,-1.09,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-02-13,-1.08,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-02-24,-1.1,3.75,8.0,0.46875,3.6,True,False,False,False,,False,,0.46875,0.46875,0.5,False,0.0,,
GBP/USD,SHORT,2025-02-27,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-03-19,1.77,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-03-24,-1.11,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-04-08,-1.05,3.75,8.0,0.46875,3.6,True,False,False,False,,False,,0.46875,0.46875,0.5,False,0.0,,
GBP/USD,SHORT,2025-04-09,-1.05,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-05-12,-0.72,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-06-16,1.87,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-06-18,-1.09,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
GBP/USD,SHORT,2025-07-09,1.83,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-07-14,1.81,6.75,8.0,0.84375,3.6,True,True,True,True,,False,,0.84375,0.84375,0.5,False,0.0,,
GBP/USD,SHORT,2025-07-17,-1.1,6.75,8.0,0.84375,3.6,True,True,True,True,,False,,0.84375,0.84375,0.5,False,0.0,,
GBP/USD,SHORT,2025-07-29,-1.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-07-30,-1.09,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-08-04,-1.07,7.0,8.0,0.875,3.6,True,True,True,True,,False,,0.875,0.875,0.5,False,0.0,,
GBP/USD,SHORT,2025-08-07,-1.15,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-08-08,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-08-22,-1.13,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-08-25,-0.52,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-09-11,-1.12,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-09-12,-1.12,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-09-19,1.83,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-09-26,-1.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-09-29,-1.12,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-02,1.82,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-09,1.8,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-10,-1.1,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-13,-1.09,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-16,-1.14,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-17,1.74,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-24,-1.12,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-27,-1.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-29,1.8,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2025-10-31,1.91,6.75,8.0,0.84375,3.6,True,True,True,True,,False,,0.84375,0.84375,0.5,False,0.0,,
GBP/USD,SHORT,2025-11-05,-1.11,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-11-07,-1.11,6.75,8.0,0.84375,3.6,True,True,True,True,,False,,0.84375,0.84375,0.5,False,0.0,,
GBP/USD,SHORT,2025-11-13,-1.11,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
GBP/USD,SHORT,2025-11-13,1.76,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-12-11,-1.18,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2025-12-18,-1.11,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-01-02,-1.12,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-01-16,-1.13,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-01-20,-1.19,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-01-20,-1.17,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-01-30,1.7,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
GBP/USD,SHORT,2026-02-03,1.85,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-02-05,-1.08,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-02-09,-1.09,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-02-10,1.84,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-02-20,-1.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-02-23,-1.1,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-02-27,1.85,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-03-03,-1.08,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
GBP/USD,SHORT,2026-03-13,-1.08,7.0,8.0,0.875,3.6,True,True,True,True,,False,,0.875,0.875,0.5,False,0.0,,
GBP/USD,SHORT,2026-03-30,-1.08,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
GBP/USD,SHORT,2026-04-02,-1.07,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
GBP/USD,SHORT,2026-04-07,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-04-08,-1.12,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-04-27,-1.16,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-05-12,1.82,4.0,8.0,0.5,3.6,True,False,False,False,,False,,0.5,0.5,0.5,False,0.0,,
GBP/USD,SHORT,2026-05-15,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-05-19,-1.09,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
GBP/USD,SHORT,2026-05-21,-1.11,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2024-12-31,0.29,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2025-01-13,-1.08,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2025-01-14,-1.08,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2025-01-15,-1.09,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
EUR/USD,SHORT,2025-01-16,-1.08,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-02-03,-0.41,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-02-11,-1.1,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-02-12,1.23,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-02-13,-1.12,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-03-03,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-03-25,-0.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-04-09,-1.05,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-05-05,1.26,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-05-12,-1.06,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-05-14,-1.07,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-05-30,-1.08,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-07-11,0.45,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-07-21,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-07-22,-1.11,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-07-28,1.84,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-08-04,-1.07,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
EUR/USD,SHORT,2025-08-20,-1.12,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2025-09-04,-1.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-09-24,1.81,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-09-26,-1.12,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-09-29,-1.12,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-09-30,1.78,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-10-06,1.82,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-10-08,1.82,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-10-10,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-10-13,-1.1,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-10-16,-1.11,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-10-17,1.8,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-10-30,1.81,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2025-11-03,-1.12,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2025-11-07,-1.22,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
EUR/USD,SHORT,2025-11-10,-1.14,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2025-11-24,-1.13,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-01-02,1.68,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2026-01-09,-1.15,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-01-12,1.76,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-01-16,-1.17,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-01-19,-1.14,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-01-20,-1.17,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-02-02,-1.07,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-02-09,1.74,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-02-17,1.77,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-02-20,-1.14,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2026-02-23,1.79,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-03,-1.08,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-05,-1.09,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-10,1.84,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-12,1.88,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-16,-1.08,7.0,8.0,0.875,3.6,True,True,True,True,,False,,0.875,0.875,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-17,-1.09,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-19,-1.09,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,SHORT,2026-03-30,-1.1,7.0,8.0,0.875,3.6,True,True,True,True,,False,,0.875,0.875,0.5,False,0.0,,
EUR/USD,SHORT,2026-04-01,-1.1,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2026-04-02,-1.09,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-04-20,1.81,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,SHORT,2026-04-24,-1.13,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2026-05-15,1.73,3.75,8.0,0.46875,3.6,True,False,False,False,,False,,0.46875,0.46875,0.5,False,0.0,,
EUR/USD,SHORT,2026-05-20,-1.13,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,SHORT,2026-05-26,-1.16,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-01-21,1.89,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-01-27,-1.03,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-02-14,0.52,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-02-24,-1.04,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-02-28,-1.15,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2025-03-04,1.63,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-03-12,0.07,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-03-19,-1.04,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-04-02,1.81,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-04-03,1.94,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-04-04,-1.05,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-04-11,0.54,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-04-21,-1.06,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-04-24,-0.58,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2025-05-01,1.87,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
EUR/USD,LONG,2025-05-21,-1.08,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-05-23,-1.08,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-05-29,1.85,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-06-03,-1.08,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-06-04,1.85,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-06-06,1.82,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-06-12,-0.35,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-06-19,1.79,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-06-24,1.01,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-07-02,-1.09,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-07-23,-1.11,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-07-31,1.87,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-08-07,-0.21,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-08-15,-1.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-08-25,-1.1,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-08-26,-1.09,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-08-27,0.34,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-09-08,-1.11,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-09-12,1.78,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-09-16,-0.3,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-10-03,-1.11,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-10-23,1.75,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2025-10-28,-1.14,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-11-12,1.74,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-11-14,-1.14,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-11-17,-1.13,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-11-19,-1.15,4.75,8.0,0.59375,3.6,True,False,False,False,,False,,0.59375,0.59375,0.5,False,0.0,,
EUR/USD,LONG,2025-11-20,-1.2,5.75,8.0,0.71875,3.6,True,False,False,False,,False,,0.71875,0.71875,0.5,False,0.0,,
EUR/USD,LONG,2025-11-26,-1.13,4.0,8.0,0.5,3.6,True,False,False,False,,False,,0.5,0.5,0.5,False,0.0,,
EUR/USD,LONG,2025-11-27,1.79,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-12-04,-1.16,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-12-08,1.74,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
EUR/USD,LONG,2025-12-11,1.76,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-12-12,-1.14,6.0,8.0,0.75,3.6,True,False,True,False,,False,,0.75,0.75,0.5,False,0.0,,
EUR/USD,LONG,2025-12-18,1.77,5.0,8.0,0.625,3.6,True,False,False,False,,False,,0.625,0.625,0.5,False,0.0,,
