symbol,win_rate_mean,win_rate_count,profit_factor_mean,profit_factor_count,expectancy_mean,expectancy_count,sharpe_mean,sharpe_count,sqn_mean,sqn_count,net_return_mean,net_return_count,oos_return_mean,oos_return_count,robustness_score_mean,robustness_score_count,trade_count_mean,trade_count_count
AUD/USD,0.325758,4,1.120860,4,0.000301,4,0.501911,4,0.204272,4,0.006350,4,-0.012279,4,0.354667,4,23.000000,4
EUR/USD,0.405797,2,1.067009,2,0.000131,2,0.269317,2,0.219093,2,0.008246,2,-0.013884,2,0.516667,2,69.000000,2
